iter	MultiClass
1513	0.1392220369
1514	0.1392200161
1515	0.1391769773
1516	0.1391347285
1517	0.1390847624
1518	0.1390560472
1519	0.1390331721
1520	0.1389664724
1521	0.1389504029
1522	0.1389089066
1523	0.1388895717
1524	0.1388326793
1525	0.1388111806
1526	0.1387388804
1527	0.1387114861
1528	0.1386095758
1529	0.138563447
1530	0.1384786355
1531	0.1384361605
1532	0.1384204243
1533	0.138303065
1534	0.1382509606
1535	0.1381744645
1536	0.1381021714
1537	0.1380613733
1538	0.1380292557
1539	0.1379717963
1540	0.1379331974
1541	0.1378946715
1542	0.1378342165
1543	0.1377736505
1544	0.1377684057
1545	0.1377168776
1546	0.1376797465
1547	0.1376276507
1548	0.1375835626
1549	0.1375559938
1550	0.1375207473
1551	0.1374721984
1552	0.1374602944
1553	0.1374361088
1554	0.137425864
1555	0.137424976
1556	0.1373988417
1557	0.1373841131
1558	0.1373295316
1559	0.1372942734
1560	0.1372854705
1561	0.1372602022
1562	0.137196126
1563	0.1371494953
1564	0.1370800537
1565	0.1370559463
1566	0.1370235232
1567	0.1370218464
1568	0.1369936628
1569	0.1369431972
1570	0.1369104318
1571	0.1368686504
1572	0.1368271898
1573	0.1367722356
1574	0.1367565753
1575	0.1366877502
1576	0.1366490106
1577	0.1366085239
1578	0.1365871672
1579	0.1365056086
1580	0.1364885407
1581	0.1364374912
1582	0.1363780741
1583	0.1363148948
1584	0.1362538278
1585	0.1362218177
1586	0.1361883929
1587	0.1361749321
1588	0.1361413897
1589	0.1361096673
1590	0.1360750798
1591	0.1360474347
1592	0.1360162783
1593	0.135938923
1594	0.1359049615
1595	0.1358683215
1596	0.1357906117
1597	0.1357169074
1598	0.1356352807
1599	0.13556385
1600	0.1355281148
1601	0.1354934058
1602	0.1354437374
1603	0.1353850854
1604	0.1353644731
1605	0.1353215658
1606	0.1352636799
1607	0.135202179
1608	0.1350882289
1609	0.1350257749
1610	0.1350116507
1611	0.1349905946
1612	0.1349695526
1613	0.134937926
1614	0.1349043271
1615	0.1348959219
1616	0.1348750365
1617	0.1347515007
1618	0.134741532
1619	0.1347230344
1620	0.1347215431
1621	0.1346812648
1622	0.1346342506
1623	0.1346094095
1624	0.134584763
1625	0.134546825
1626	0.1344926768
1627	0.1344805962
1628	0.1344485307
1629	0.1343963211
1630	0.1343636696
1631	0.1343426248
1632	0.1343398347
1633	0.1343029362
1634	0.1342404865
1635	0.134188742
1636	0.1341333103
1637	0.1340341416
1638	0.1340098022
1639	0.1339580061
1640	0.1338846976
1641	0.1338484334
1642	0.1338119678
1643	0.1337794654
1644	0.1337414903
1645	0.1336822407
1646	0.1336249454
1647	0.1336050334
1648	0.1335546029
1649	0.1334417447
1650	0.1333967607
1651	0.1333249545
1652	0.1332883292
1653	0.1332681098
1654	0.1332129339
1655	0.1331441594
1656	0.1331138682
1657	0.1330936714
1658	0.1330837482
1659	0.1330253333
1660	0.132992645
1661	0.1329336192
1662	0.132858363
1663	0.132828073
1664	0.132778481
1665	0.1327718191
1666	0.1327480286
1667	0.1327378512
1668	0.1326835487
1669	0.1326691487
1670	0.1326180339
1671	0.1326163345
1672	0.1326058792
1673	0.132537164
1674	0.1324669124
1675	0.1324422005
1676	0.1324139813
1677	0.1323893094
1678	0.1323405329
1679	0.1323118195
1680	0.1322679664
1681	0.1322655707
1682	0.1321712214
1683	0.1321558492
1684	0.1320654306
1685	0.1320407641
1686	0.1320398268
1687	0.1319941669
1688	0.1319855548
1689	0.1319699934
1690	0.1319475678
1691	0.1319234389
1692	0.1318886662
1693	0.1318452592
1694	0.1318176958
1695	0.1318011779
1696	0.1317503466
1697	0.1317124108
1698	0.1316417753
1699	0.1316004428
1700	0.1315844839
1701	0.131580073
1702	0.1315323232
1703	0.1315095508
1704	0.1314755071
1705	0.1314355066
1706	0.1314243458
1707	0.1313774806
1708	0.1313183885
1709	0.1313169706
1710	0.1313008298
1711	0.1312678951
1712	0.1312476628
1713	0.131204998
1714	0.1311034445
1715	0.1310664826
1716	0.1310533602
1717	0.1310371574
1718	0.1310008071
1719	0.1309737363
1720	0.1309366024
1721	0.130923549
1722	0.1308623042
1723	0.1308502638
1724	0.1307432282
1725	0.1307159258
1726	0.1306575039
1727	0.1306430827
1728	0.1305426317
1729	0.1305224925
1730	0.1304452667
1731	0.1304116626
1732	0.1303350033
1733	0.1302199973
1734	0.1301685361
1735	0.1300655388
1736	0.1300523368
1737	0.1300111274
1738	0.1299955643
1739	0.1299933368
1740	0.1299480902
1741	0.1299201189
1742	0.1299108458
1743	0.1298940511
1744	0.1298611362
1745	0.1298274358
1746	0.129825902
1747	0.1297959495
1748	0.1297216094
1749	0.1297153723
1750	0.1296755335
1751	0.129659657
1752	0.1296174807
1753	0.129572108
1754	0.129557109
1755	0.1295460358
1756	0.1295193972
1757	0.1295113229
1758	0.1295001123
1759	0.1294353658
1760	0.1294203258
1761	0.1294048691
1762	0.1293868268
1763	0.1293669604
1764	0.1293402597
1765	0.129338899
1766	0.1293049752
1767	0.1292079363
1768	0.1291810109
1769	0.1291222157
1770	0.1290672161
1771	0.1290342097
1772	0.1290069265
1773	0.1289806831
1774	0.1289213043
1775	0.1288684965
1776	0.1288419841
1777	0.1288190447
1778	0.1287884322
1779	0.1287312606
1780	0.12870348
1781	0.128656206
1782	0.1285463631
1783	0.1285225295
1784	0.1284891428
1785	0.1284353342
1786	0.1283324969
1787	0.1283022258
1788	0.1282867279
1789	0.1282651438
1790	0.128201313
1791	0.1281813954
1792	0.1281493953
1793	0.1281174009
1794	0.128094359
1795	0.1280623289
1796	0.1280496012
1797	0.1279756595
1798	0.1279468997
1799	0.1278696781
1800	0.1278050588
1801	0.1278039782
1802	0.1277905729
1803	0.1277446318
1804	0.1276783443
1805	0.1276755663
1806	0.1276616155
1807	0.1275618732
1808	0.1274984121
1809	0.1274280918
1810	0.1274097495
1811	0.1273725876
1812	0.1273374158
1813	0.1273022939
1814	0.1272857893
1815	0.1272716847
1816	0.1272452976
1817	0.1272167547
1818	0.1271411386
1819	0.1271151326
1820	0.1270921495
1821	0.1270008513
1822	0.1269373856
1823	0.1269317632
1824	0.1269169636
1825	0.1268625168
1826	0.126831968
1827	0.1267857988
1828	0.1267185804
1829	0.1266848773
1830	0.1266501728
1831	0.1266416633
1832	0.126627221
1833	0.1265846958
1834	0.1265585498
1835	0.1265461618
1836	0.1264840532
1837	0.1264282365
1838	0.1264160647
1839	0.1264061646
1840	0.1263867185
1841	0.1263290739
1842	0.1262794152
1843	0.1262644465
1844	0.126258815
1845	0.1262204436
1846	0.1262010005
1847	0.1261784734
1848	0.1261739547
1849	0.1261726305
1850	0.1261544974
1851	0.1261042268
1852	0.1260765631
1853	0.1260392585
1854	0.1260184987
1855	0.125999227
1856	0.125958142
1857	0.1259283892
1858	0.1259196522
1859	0.1258674431
1860	0.1258370887
1861	0.1258218002
1862	0.1258107156
1863	0.1257705674
1864	0.1257608249
1865	0.1257275313
1866	0.1256735391
1867	0.1256504856
1868	0.1256211594
1869	0.1255949469
1870	0.1255324472
1871	0.1255260994
1872	0.1255153971
1873	0.1254890056
1874	0.1254641956
1875	0.1254491138
1876	0.1253419158
1877	0.1253054314
1878	0.1252605772
1879	0.1251989997
1880	0.1251512421
1881	0.1251036987
1882	0.1250740221
1883	0.125062109
1884	0.125027976
1885	0.1249871687
1886	0.1249604007
1887	0.1249476505
1888	0.1248749905
1889	0.1247911251
1890	0.124731388
1891	0.1247126784
1892	0.1246797909
1893	0.1246383708
1894	0.1245871726
1895	0.1245302599
1896	0.1245261224
1897	0.1244835846
1898	0.1244629556
1899	0.1244274875
1900	0.1243759013
1901	0.1243666614
1902	0.124329724
1903	0.1242775262
1904	0.1242513695
1905	0.1242422081
1906	0.1241977247
1907	0.1241897112
1908	0.1241797762
1909	0.1241550285
1910	0.1241376066
1911	0.1241164503
1912	0.1240637122
1913	0.1239878092
1914	0.1238765679
1915	0.1238447963
1916	0.1237870233
1917	0.1237377164
1918	0.1237026064
1919	0.1236827533
1920	0.1236812678
1921	0.1236560928
1922	0.1236230867
1923	0.1236212367
1924	0.1235370361
1925	0.1234860674
1926	0.1234309438
1927	0.1234070043
1928	0.1233861064
1929	0.1233397443
1930	0.1233338693
1931	0.1232993962
1932	0.1232805291
1933	0.1232603454
1934	0.12323712
1935	0.1232132249
1936	0.1232121708
1937	0.1231528525
1938	0.1231508172
1939	0.1231102402
1940	0.123041363
1941	0.1230287288
1942	0.12301271
1943	0.1229973113
1944	0.1229533586
1945	0.1229000619
1946	0.1228851762
1947	0.1228545166
1948	0.1228262475
1949	0.1228215761
1950	0.1227870578
1951	0.1227064971
1952	0.12270558
1953	0.1226681887
1954	0.122639411
1955	0.1226104336
1956	0.1225761905
1957	0.1225488798
1958	0.122458519
1959	0.1224426914
1960	0.1223853903
1961	0.122318489
1962	0.1222877196
1963	0.1222584601
1964	0.1222521353
1965	0.1222168525
1966	0.122188321
1967	0.1221636017
1968	0.1221348841
1969	0.1220542851
1970	0.1220355218
1971	0.1220168803
1972	0.1220127204
1973	0.1219609513
1974	0.1219549465
1975	0.1219436698
1976	0.1219068656
1977	0.1218199501
1978	0.1218191848
1979	0.1217731391
1980	0.1216945881
1981	0.1216763341
1982	0.1216192387
1983	0.1216099871
1984	0.1215564328
1985	0.1215501981
1986	0.1215302721
1987	0.1215246764
1988	0.1214357766
1989	0.1213752506
1990	0.1213486984
1991	0.1212689528
1992	0.1212339327
1993	0.1212194495
1994	0.1211827249
1995	0.1211101888
1996	0.1210789639
1997	0.1210748395
1998	0.1210406759
1999	0.1209839953
2000	0.1209452169
2001	0.1209237994
2002	0.1209108569
2003	0.1207892698
2004	0.1207606914
2005	0.1206320538
2006	0.1205977702
2007	0.1205811216
2008	0.1205531436
2009	0.1205267678
2010	0.1204649195
2011	0.1204189203
2012	0.1203675038
2013	0.120326297
2014	0.1202891664
2015	0.1202248531
2016	0.1201410316
2017	0.1200983046
2018	0.1200946924
2019	0.1200817827
2020	0.1200223448
2021	0.120018231
2022	0.1200073683
2023	0.1199757664
2024	0.1199377436
2025	0.1198871652
2026	0.1198519278
2027	0.1198302656
2028	0.1198212331
2029	0.1197905791
2030	0.1197340069
2031	0.119727347
2032	0.119699521
2033	0.1196634456
2034	0.1196156389
2035	0.1195853489
2036	0.1195507341
2037	0.11946373
2038	0.119458158
2039	0.1194333778
2040	0.1194109148
2041	0.1193706791
2042	0.1192868942
2043	0.1192598633
2044	0.1192283036
2045	0.1191992656
2046	0.1191795945
2047	0.1191623524
2048	0.1191335615
2049	0.1191251303
2050	0.1190947501
2051	0.1190721819
2052	0.1190571293
2053	0.1190056362
2054	0.1189968508
2055	0.1189602587
2056	0.1189212172
2057	0.1188931569
2058	0.1187976495
2059	0.1187317064
2060	0.1187145353
2061	0.1187100896
2062	0.1186169409
2063	0.11859003
2064	0.1185891277
2065	0.1185266983
2066	0.1184972205
2067	0.1184840482
2068	0.1184467126
2069	0.1183842503
2070	0.1183807285
2071	0.1183474224
2072	0.1183331836
2073	0.1182615144
2074	0.1182570084
2075	0.1181867536
2076	0.1181727155
2077	0.1181484703
2078	0.1181062329
2079	0.1180718706
2080	0.1180531453
2081	0.1179879175
2082	0.1179198169
2083	0.117886912
2084	0.1178719539
2085	0.1178618919
2086	0.1178372388
2087	0.1178094476
2088	0.1177649915
2089	0.1177203834
2090	0.1177169054
2091	0.1176624925
2092	0.1176209826
2093	0.1175946611
2094	0.1175782503
2095	0.1175700041
2096	0.1175382901
2097	0.1174896094
2098	0.1174808099
2099	0.1174484784
2100	0.1174369055
2101	0.117355544
2102	0.1173462241
2103	0.1173424866
2104	0.1173138562
2105	0.1173110513
2106	0.1172733683
2107	0.117212648
2108	0.1171947023
2109	0.1171376547
2110	0.1170872352
2111	0.1170863554
2112	0.1170671706
2113	0.1170527352
2114	0.1169602551
2115	0.1169511883
2116	0.1169405916
2117	0.1168903001
2118	0.116875372
2119	0.1168609696
2120	0.1168121329
2121	0.1167694728
2122	0.1167447024
2123	0.1167147438
2124	0.1166737001
2125	0.1166693072
2126	0.1166095445
2127	0.1165538307
2128	0.1165489306
2129	0.1164785056
2130	0.1164098546
2131	0.1163790707
2132	0.1163636426
2133	0.1163316445
2134	0.1163029359
2135	0.1162666191
2136	0.1162155854
2137	0.1161780771
2138	0.1161344639
2139	0.1160811896
2140	0.1160431437
2141	0.116018619
2142	0.1159975004
2143	0.115984436
2144	0.115971511
2145	0.1159408078
2146	0.1159219646
2147	0.1159210933
2148	0.1158946263
2149	0.1158875579
2150	0.1158671558
2151	0.1158653925
2152	0.115849411
2153	0.1158353819
2154	0.1158120221
2155	0.1157684157
2156	0.115735681
2157	0.1156379965
2158	0.1156028753
2159	0.1156008142
2160	0.1155024908
2161	0.115492212
2162	0.1154782148
2163	0.1154413506
2164	0.1154185534
2165	0.1153944309
2166	0.1153861536
2167	0.115364518
2168	0.1152697163
2169	0.1152351337
2170	0.1151981755
2171	0.1151963575
2172	0.1151618553
2173	0.1151448293
2174	0.1151251276
2175	0.1150853199
2176	0.1150582683
2177	0.1150537613
2178	0.1150203719
2179	0.1150006125
2180	0.1149843116
2181	0.1149461191
2182	0.1149266634
2183	0.114910476
2184	0.114898417
2185	0.1148406143
2186	0.1148396474
2187	0.1148223607
2188	0.1148062729
2189	0.1147480872
2190	0.1147282893
2191	0.1146971161
2192	0.1146582962
2193	0.1146319476
2194	0.1146114285
2195	0.1145984927
2196	0.1145632993
2197	0.1145467882
2198	0.1145086943
2199	0.1144669269
2200	0.1144433708
2201	0.1144190467
2202	0.1143958878
2203	0.1143876235
2204	0.114359621
2205	0.1143225091
2206	0.1143047669
2207	0.114264178
2208	0.1142484519
2209	0.1142295322
2210	0.1142104345
2211	0.1141636932
2212	0.1141450057
2213	0.1140938519
2214	0.1140762501
2215	0.114054101
2216	0.1140432151
2217	0.1140324454
2218	0.1140316329
2219	0.1140179251
2220	0.1140038814
2221	0.1139998436
2222	0.1139864714
2223	0.1139561049
2224	0.113910516
2225	0.113885506
2226	0.1138828408
2227	0.1138297615
2228	0.1137506874
2229	0.1137293135
2230	0.113706694
2231	0.1136828215
2232	0.1136444441
2233	0.1136110324
2234	0.1136030753
2235	0.1135462101
2236	0.1135283625
2237	0.1134904515
2238	0.1134300913
2239	0.1133499784
2240	0.113330869
2241	0.11332693
2242	0.1132673064
2243	0.1132257105
2244	0.1131783564
2245	0.1131467182
2246	0.1131286711
2247	0.1130644334
2248	0.1130474431
2249	0.1130236464
2250	0.1130031567
2251	0.1129893639
2252	0.1129445556
2253	0.1128907939
2254	0.1128885087
2255	0.1128449471
2256	0.1127991177
2257	0.1127906272
2258	0.1127170465
2259	0.112668764
2260	0.1126193726
2261	0.1126140381
2262	0.1125831247
2263	0.1125556115
2264	0.1124872998
2265	0.1124175449
2266	0.1124037106
2267	0.1123708374
2268	0.1123596859
2269	0.1123555677
2270	0.1123233983
2271	0.1123159105
2272	0.1123115282
2273	0.112239447
2274	0.1122116285
2275	0.1121864993
2276	0.1121749681
2277	0.1121411381
2278	0.1121224325
2279	0.1120981407
2280	0.112059502
2281	0.1120463698
2282	0.1120281344
2283	0.1120062725
2284	0.1119797428
2285	0.1119495852
2286	0.1118863709
2287	0.1118732695
2288	0.1118638518
2289	0.1118524615
2290	0.1118351029
2291	0.1117936528
2292	0.1117747603
2293	0.1117691846
2294	0.1117686526
2295	0.1117477534
2296	0.1117056823
2297	0.1116765712
2298	0.1116289527
2299	0.1116235247
2300	0.1116086453
2301	0.1115898794
2302	0.1115864459
2303	0.111571825
2304	0.1115370564
2305	0.1115023189
2306	0.1114610819
2307	0.1114484083
2308	0.1114444298
2309	0.1114030168
2310	0.1113939227
2311	0.1113935978
