iter	MultiClass
352	0.3171911315
353	0.3165784665
354	0.3161007361
355	0.3154607038
356	0.3148936383
357	0.3141748163
358	0.3138695414
359	0.3131951809
360	0.3126227641
361	0.3120521733
362	0.3115832706
363	0.3110422687
364	0.3103424084
365	0.3099536159
366	0.3092987794
367	0.3087732593
368	0.3081529844
369	0.3076595425
370	0.3072215348
371	0.3066164022
372	0.3059316619
373	0.3054801589
374	0.3050460878
375	0.3046079241
376	0.3042493675
377	0.3036900329
378	0.3036502228
379	0.3030863634
380	0.3025251215
381	0.3019517015
382	0.301524857
383	0.3010344696
384	0.300509641
385	0.3000082302
386	0.2994753176
387	0.2989961847
388	0.2983794198
389	0.2979244702
390	0.2973535636
391	0.2969404373
392	0.2963755416
393	0.2957655792
394	0.2950701333
395	0.2945040311
396	0.2941129231
397	0.29365918
398	0.2931336396
399	0.2924801087
400	0.2921433946
401	0.2915822472
402	0.2910490726
403	0.2904936403
404	0.2898493897
405	0.2893785392
406	0.2889411937
407	0.2884492356
408	0.2883980886
409	0.2879983438
410	0.287529768
411	0.2871031416
412	0.2864958402
413	0.2860653046
414	0.2855506995
415	0.284986146
416	0.2845528221
417	0.2840107509
418	0.2834515666
419	0.2830657458
420	0.2826748278
421	0.2822951838
422	0.2818344649
423	0.2812775348
424	0.2811134914
425	0.280697722
426	0.2803010832
427	0.2796757517
428	0.279289716
429	0.2788294177
430	0.2783810475
431	0.2779813724
432	0.277523275
433	0.2770818811
434	0.2766897568
435	0.2763319519
436	0.2759252642
437	0.2755266713
438	0.2751730142
439	0.2746623985
440	0.2743132174
441	0.2739640997
442	0.2736074259
443	0.2731331156
444	0.2727013888
445	0.2723895006
446	0.2718153829
447	0.2714783537
448	0.2710911657
449	0.2707939055
450	0.2705562087
451	0.2701581376
452	0.2698451198
453	0.2694167529
454	0.2691099784
455	0.2687755094
456	0.2683255583
457	0.2679065909
458	0.2673785192
459	0.2671172053
460	0.2669309662
461	0.2664277171
462	0.2661090409
463	0.2658707328
464	0.2655079654
465	0.2650840858
466	0.2646757921
467	0.2642533473
468	0.2637995604
469	0.2636013878
470	0.2631687586
471	0.2626927755
472	0.2621068403
473	0.2618431558
474	0.2615643807
475	0.2612895425
476	0.2608552195
477	0.2608187709
478	0.260374722
479	0.2601196503
480	0.2598250244
481	0.2593477269
482	0.2589434844
483	0.2585117647
484	0.2580220965
485	0.257637988
486	0.2573631484
487	0.2569452145
488	0.2566122044
489	0.256273323
490	0.2559729322
491	0.2556061557
492	0.2552725868
493	0.2548571467
494	0.2545522525
495	0.2543274786
496	0.2539758464
497	0.2537814315
498	0.2533248542
499	0.2530706015
500	0.2528077331
501	0.2525723597
502	0.2521886651
503	0.2517586259
504	0.2515642349
505	0.2513027818
506	0.2509096003
507	0.250719069
508	0.2504465538
509	0.2502113136
510	0.2496878902
511	0.2492448299
512	0.2490173759
513	0.2487352487
514	0.2483608848
515	0.248108439
516	0.2478135727
517	0.2475402318
518	0.2472394028
519	0.2469912276
520	0.2466612311
521	0.2462410263
522	0.2459368173
523	0.2455348762
524	0.2453772198
525	0.2450341499
526	0.2447686641
527	0.2444941964
528	0.2441754324
529	0.2438821865
530	0.2437751191
531	0.2434720603
532	0.2432301655
533	0.2430431433
534	0.2427491904
535	0.2424388973
536	0.2423627225
537	0.2421450146
538	0.2418998898
539	0.2416408672
540	0.241421712
541	0.241301762
542	0.2410275684
543	0.2407284073
544	0.2405213743
545	0.2402415106
546	0.240015913
547	0.239735694
548	0.2393258037
549	0.2390796536
550	0.2388881969
551	0.2386465307
552	0.2383281234
553	0.2380731514
554	0.2377441635
555	0.2375621109
556	0.2372051927
557	0.2369489536
558	0.2368197672
559	0.236496852
560	0.2362138641
561	0.2359393061
562	0.2356893461
563	0.2354998035
564	0.2353227011
565	0.2349883975
566	0.2346973361
567	0.2343438085
568	0.2340239692
569	0.2337468843
570	0.2335663392
571	0.2333098992
572	0.2330642228
573	0.2326745343
574	0.2324974559
575	0.2321526088
576	0.2318984671
577	0.2316744965
578	0.2314929683
579	0.2312332732
580	0.2310850027
581	0.2308580204
582	0.2305672933
583	0.2304308069
584	0.2302118186
585	0.2300009083
586	0.2297785541
587	0.2295897823
588	0.2293650069
589	0.2292603825
590	0.2289851439
591	0.2287332271
592	0.2285016422
593	0.2282816703
594	0.2279230792
595	0.2276453442
596	0.2274358789
597	0.227183874
598	0.2269970741
599	0.2268060384
600	0.2264364884
601	0.2261909422
602	0.2259125142
603	0.2256914169
604	0.2255095521
605	0.2253315081
606	0.2250267069
607	0.2248192705
608	0.2245831927
609	0.2243060767
610	0.2241132306
611	0.2239108943
612	0.2235627165
613	0.2233610022
614	0.2231567673
615	0.2230895588
616	0.2230221274
617	0.2227825199
618	0.2226246318
619	0.2223671915
620	0.2221062572
621	0.22183853
622	0.2215649794
623	0.2214178838
624	0.2211132416
625	0.2209816646
626	0.2207664309
627	0.2205075018
628	0.2204204002
629	0.2202281664
630	0.220090365
631	0.2199616552
632	0.2197888343
633	0.2195655145
634	0.2194606093
635	0.2192016584
636	0.2190009469
637	0.2188637061
638	0.2186164747
639	0.2184678754
640	0.218255033
641	0.2180806854
642	0.2178412418
643	0.2176973056
644	0.2174411386
645	0.2171902509
646	0.2170568943
647	0.2168449786
648	0.2166436043
649	0.2165373942
650	0.2163748851
651	0.2162867869
652	0.216047596
653	0.2158817841
654	0.2156004824
655	0.2154220808
656	0.2152680948
657	0.2150813898
658	0.214781964
659	0.2145853505
660	0.214574236
661	0.2142989522
662	0.2141635528
663	0.2139761535
664	0.2138134301
665	0.2135605724
666	0.2133755812
667	0.2131966876
668	0.2130596282
669	0.2127976914
670	0.2124777378
671	0.2122869515
672	0.2121564472
673	0.2120343164
674	0.2118236731
675	0.2116805896
676	0.2113462928
677	0.2112409811
678	0.211104483
679	0.2109305692
680	0.2108505667
681	0.2107739886
682	0.2106258389
683	0.2104216585
684	0.2101698974
685	0.2100916079
686	0.2099529199
687	0.2097207885
688	0.2095333377
689	0.2092955184
690	0.2089485443
691	0.2087935279
692	0.2085116573
693	0.2082484583
694	0.2081276849
695	0.207878864
696	0.2076159058
697	0.207463893
698	0.2072587195
699	0.2070556215
700	0.2069463978
701	0.2067493935
702	0.2065902932
703	0.2065600657
704	0.2065525436
705	0.2062910022
706	0.2061497692
707	0.2059936981
708	0.2057267656
709	0.2055461383
710	0.2053674806
711	0.2052744311
712	0.205126646
713	0.2049497673
714	0.2047194549
715	0.2045095786
716	0.2043359553
717	0.2042597796
718	0.2041280381
719	0.2039970217
720	0.2039177426
721	0.2039043768
722	0.2037580599
723	0.2036181081
724	0.203378248
725	0.2032685794
726	0.2031047263
727	0.2030044836
728	0.2028088956
729	0.2026749096
730	0.2024448164
731	0.2022379013
732	0.2020974643
733	0.2019431404
734	0.2017852213
735	0.20172244
736	0.2015498143
737	0.2014545402
738	0.2014007882
739	0.2012547791
740	0.2011374759
741	0.2009255181
742	0.200820629
743	0.2006951186
744	0.2006219631
745	0.2005009452
746	0.2002960721
747	0.2001964181
748	0.2000450214
749	0.1998362706
750	0.1997056631
751	0.1995331975
752	0.199264885
753	0.1990096922
754	0.1988867767
755	0.1987918714
756	0.1987304723
757	0.1986494679
758	0.1984541935
759	0.1983482108
760	0.1981769176
761	0.1979276331
762	0.1977938362
763	0.1976272955
764	0.197566223
765	0.1973266583
766	0.1971951207
767	0.1969441765
768	0.1966571349
769	0.1964725649
770	0.1963464143
771	0.196261665
772	0.1961455102
773	0.1960599072
774	0.1959706046
775	0.1957503486
776	0.1956616106
777	0.1956583874
778	0.1954898732
779	0.1953080922
780	0.1951620625
781	0.1950883778
782	0.1950395755
783	0.1950213033
784	0.1948938711
785	0.1948180484
786	0.1946667048
787	0.1945149946
788	0.1944048008
789	0.1942452514
790	0.1941823097
791	0.1940088705
792	0.1939484494
793	0.1938596316
794	0.1938500646
795	0.1937620618
796	0.1936256709
797	0.1934292891
798	0.1931513802
799	0.1929733437
800	0.1929002052
801	0.1927394851
802	0.1926627704
803	0.1925886679
804	0.1924620878
805	0.1923037786
806	0.1922009762
807	0.1920639021
808	0.1919503212
809	0.1918068283
810	0.1917869894
811	0.1916915044
812	0.1915993373
813	0.1914873278
814	0.191301521
815	0.1912159754
816	0.1912090278
817	0.1910810689
818	0.1909598357
819	0.1908031058
820	0.1907901726
821	0.1906475233
822	0.1905554418
823	0.1903639378
824	0.1902620941
825	0.1902088232
826	0.1900786976
827	0.1899307148
828	0.1898199804
829	0.1897562739
830	0.1896825618
831	0.189607733
832	0.1894963408
833	0.1893536743
834	0.1892871125
835	0.1891776069
836	0.1890050324
837	0.1888813572
838	0.18883822
839	0.1886411218
840	0.1884921371
841	0.1883976908
842	0.1883026151
843	0.1881373285
844	0.1879938124
845	0.1878895092
846	0.1876754191
847	0.187539228
848	0.1874350576
849	0.1872627498
850	0.1871418035
851	0.1870136253
852	0.1869440089
853	0.1867832319
854	0.1866040983
855	0.1865640612
856	0.1864670853
857	0.1863494207
858	0.1862573857
859	0.1861288582
860	0.1860773243
861	0.1860055499
862	0.1858705461
863	0.1856770627
864	0.1855718972
865	0.1854978439
866	0.1853284371
867	0.1851219855
868	0.1850413132
869	0.184891035
870	0.1848019805
871	0.1846711083
872	0.184592864
873	0.1845897489
874	0.1844184423
875	0.1842453957
876	0.1841423682
877	0.1840059874
878	0.1839474454
879	0.1838571242
880	0.183754823
881	0.1836477008
882	0.1834996157
883	0.183351322
884	0.183244399
885	0.1831232875
886	0.1829321458
887	0.1828904091
888	0.1828235527
889	0.1826390241
890	0.182485679
891	0.1824090998
892	0.1823287369
893	0.1822655505
894	0.18219109
895	0.1820740792
896	0.1819884591
897	0.1819051568
898	0.1817952964
899	0.1817046693
900	0.1816214199
901	0.181545018
902	0.1814788774
903	0.1813855805
904	0.1812033131
905	0.1811092928
906	0.1810666526
907	0.1808864893
908	0.1807004018
909	0.1805709935
910	0.1805258315
911	0.1804455581
912	0.1803774205
913	0.1802500101
914	0.1802029369
915	0.1800497026
916	0.179915904
917	0.1796945301
918	0.1794782477
919	0.1793781416
920	0.1793068156
921	0.179207854
922	0.1791156847
923	0.1790233723
924	0.1789020494
925	0.1787813698
926	0.1786788386
927	0.1785860325
928	0.1785029337
929	0.1783686714
930	0.178310279
931	0.1782523886
932	0.1781237894
933	0.1780809899
934	0.1779305713
935	0.1778563286
936	0.1777071417
937	0.1776287249
938	0.1775173869
939	0.1774127475
940	0.1772288509
941	0.1771320453
942	0.1770488474
943	0.1768886872
944	0.1767739752
945	0.1766136373
946	0.1765586444
947	0.1764969585
948	0.1763942744
949	0.1762847987
950	0.1762068696
951	0.1761263731
952	0.176031119
953	0.1759038567
954	0.1758728428
955	0.1758336278
956	0.1757680779
957	0.1757148281
958	0.1756007996
959	0.1754456426
960	0.1752987871
961	0.1752450241
962	0.1751401859
963	0.1750194609
964	0.1749124428
965	0.1748163909
966	0.1747363609
967	0.1746867621
968	0.1746732341
969	0.1745217763
970	0.1743132116
971	0.1742434963
972	0.1741535266
973	0.1740970766
974	0.1740326928
975	0.173903639
976	0.1738001162
977	0.1737377306
978	0.1736256429
979	0.1735988604
980	0.1734751701
981	0.1734381199
982	0.1733841082
983	0.1732996041
984	0.1732015546
985	0.1731378532
986	0.1730519376
987	0.1729610543
988	0.1728516278
989	0.1727063167
990	0.1725517185
991	0.1724864793
992	0.1723882925
993	0.1723342421
994	0.1722368502
995	0.172180098
996	0.1721033967
997	0.1719643403
998	0.1717825574
999	0.1716280957
1000	0.1714928375
1001	0.1713449845
1002	0.1712284498
1003	0.1711143081
1004	0.171110057
1005	0.1709913756
1006	0.1709826377
1007	0.1708716628
1008	0.170812215
1009	0.1707514924
1010	0.170709071
1011	0.1706271897
1012	0.1705798188
1013	0.1705138845
1014	0.1704779719
1015	0.1703718529
1016	0.1702992362
1017	0.1702689827
1018	0.1702523091
1019	0.1702251425
1020	0.1701450608
1021	0.1700341368
1022	0.1699297873
1023	0.1698057325
1024	0.1696363368
1025	0.1695359279
1026	0.1694808889
1027	0.1692862114
1028	0.1692728308
1029	0.1691528657
1030	0.1689852834
1031	0.1689798732
1032	0.1689318494
1033	0.1687874177
1034	0.1687655937
1035	0.1685735855
1036	0.1684312296
1037	0.1683731803
1038	0.168289407
1039	0.1682212881
1040	0.1681346984
1041	0.1680459913
1042	0.16791539
1043	0.1678612399
1044	0.1677210891
1045	0.1676045972
1046	0.1675745133
1047	0.1674110165
1048	0.1673634968
1049	0.1671588089
1050	0.1671535205
1051	0.1670769867
1052	0.1669987319
1053	0.166908701
1054	0.166882967
1055	0.1667548728
1056	0.1666627993
1057	0.1665651552
1058	0.1664055662
1059	0.1663547362
1060	0.1662880221
1061	0.1661291868
1062	0.1660400926
1063	0.1659570074
1064	0.1659064397
1065	0.1658366506
1066	0.165806388
1067	0.1657618984
1068	0.1656982707
1069	0.1656203974
1070	0.1655033588
1071	0.1654429798
1072	0.1654200176
1073	0.1653193017
1074	0.1652759351
1075	0.1652443961
1076	0.1651192175
1077	0.165110696
1078	0.1650622411
1079	0.1650503593
1080	0.1649280959
1081	0.1648383642
1082	0.1647919103
1083	0.1646935718
1084	0.164607528
1085	0.1645470114
1086	0.164462906
1087	0.1643921716
1088	0.164388417
1089	0.1642695892
1090	0.1641738438
1091	0.1639620109
1092	0.1639040341
1093	0.1637602429
1094	0.1636825907
1095	0.1635812969
1096	0.1634748656
1097	0.163414929
1098	0.1633617414
1099	0.1631838343
1100	0.1631420111
1101	0.1630532238
1102	0.1630241839
1103	0.162922618
1104	0.1628568662
1105	0.1627034472
1106	0.1626461448
1107	0.162616061
1108	0.1625299988
1109	0.1623793741
1110	0.1623288079
1111	0.1621972536
1112	0.1621347716
1113	0.1620529075
1114	0.1619881024
1115	0.1619129754
1116	0.1618227167
1117	0.1617477102
1118	0.161684327
1119	0.1616084045
1120	0.1614697434
1121	0.1613906253
1122	0.1613552957
1123	0.1612865491
1124	0.1612425706
1125	0.1612154499
1126	0.1611549676
1127	0.1610567887
1128	0.1609782706
1129	0.1609209762
1130	0.1608973446
1131	0.1608827882
1132	0.1608511848
1133	0.1607902555
1134	0.1607779386
1135	0.1607390373
1136	0.1606154365
1137	0.1604898033
1138	0.1603006649
1139	0.1602506308
1140	0.1600933477
1141	0.1600753494
1142	0.1600196032
1143	0.1599650474
1144	0.1598540515
1145	0.1597175956
1146	0.1596592608
1147	0.1596541185
1148	0.1595720799
1149	0.1595278142
1150	0.1595015575
1151	0.1593940359
1152	0.1593582733
1153	0.159352682
1154	0.1592140518
1155	0.1591419428
1156	0.1590516257
1157	0.1589986782
1158	0.1588633141
1159	0.1587905794
1160	0.158753675
1161	0.1586381798
1162	0.158558447
1163	0.1584113194
1164	0.1583678866
1165	0.158340175
1166	0.1582844611
1167	0.15820862
1168	0.1581255125
1169	0.1579989692
1170	0.1579303627
1171	0.157846558
1172	0.1577716182
1173	0.1577153902
1174	0.1576624784
1175	0.1576379991
1176	0.1576125209
1177	0.1575379409
1178	0.1574711547
1179	0.1573742186
1180	0.157321859
1181	0.1572260596
1182	0.1571197462
1183	0.1570940562
1184	0.1570135986
1185	0.1569391194
1186	0.1567943392
1187	0.1567470078
1188	0.1566567868
1189	0.1566287357
1190	0.1565467188
1191	0.1565068206
1192	0.1564499452
1193	0.156428106
1194	0.1563611906
1195	0.1563087415
1196	0.156250141
1197	0.1561641685
1198	0.1560788797
1199	0.1559538133
1200	0.155901139
1201	0.1558216096
1202	0.1557746095
1203	0.155711936
1204	0.1556667576
1205	0.1555678522
1206	0.1554462205
1207	0.1553506788
1208	0.1553427097
1209	0.1553044605
1210	0.1552383236
1211	0.1551926184
1212	0.1551501994
1213	0.1550567558
1214	0.1550251945
1215	0.1549969769
1216	0.1549269893
1217	0.1548862658
1218	0.1548061243
1219	0.1547692024
1220	0.1546828366
1221	0.1546016568
1222	0.1545726522
1223	0.1545364398
1224	0.1545345973
1225	0.1544440757
1226	0.1543657959
1227	0.1542978835
1228	0.1542830337
1229	0.1542295942
1230	0.154173635
1231	0.1541203401
1232	0.1540774707
1233	0.1539818135
1234	0.1539375853
1235	0.1538033607
1236	0.153730892
1237	0.1536175507
1238	0.1536139917
1239	0.1535215728
1240	0.1534784813
1241	0.1534349342
1242	0.1534061878
1243	0.1533288032
1244	0.1532910742
1245	0.1532112188
1246	0.1531629428
1247	0.1530915318
1248	0.1530522281
1249	0.1530294596
1250	0.1529754029
1251	0.1529173741
1252	0.1528958886
1253	0.1528442986
1254	0.1526754643
1255	0.1525544104
1256	0.1525015178
1257	0.1524303116
1258	0.1523900984
1259	0.152329853
1260	0.152261388
1261	0.1522054236
1262	0.152167061
1263	0.1520814926
1264	0.152030056
1265	0.1520014106
1266	0.1519431858
1267	0.1518742299
1268	0.1517900355
1269	0.1517815902
1270	0.1517419295
1271	0.1517210006
1272	0.1516658674
1273	0.1515738505
1274	0.1515045949
1275	0.151419916
1276	0.1513881327
1277	0.1513479221
1278	0.1512487237
1279	0.1511960918
1280	0.151067372
1281	0.1510260831
1282	0.1509438368
1283	0.1509328866
1284	0.1509082532
1285	0.1508034973
1286	0.1507132285
1287	0.150693164
1288	0.1506476729
1289	0.1505056025
1290	0.1504587537
1291	0.1503455794
1292	0.150297445
1293	0.1502261723
1294	0.1501775002
1295	0.1500671381
1296	0.1500256525
1297	0.1499812121
1298	0.1499597959
1299	0.1498363803
1300	0.1497280952
1301	0.1497069406
1302	0.1496441842
1303	0.1495650991
1304	0.149541274
1305	0.1495089011
1306	0.1494278729
1307	0.14941448
1308	0.1493401432
1309	0.1492461077
1310	0.149154152
1311	0.1491038877
1312	0.149070095
1313	0.1489995085
1314	0.1489796657
1315	0.1489168607
1316	0.1488790873
1317	0.1488389104
1318	0.1487793307
1319	0.1487476329
1320	0.1486717251
1321	0.1485934589
1322	0.1485353795
1323	0.1483757168
1324	0.1483396639
1325	0.1482797385
1326	0.148190542
1327	0.1481119459
1328	0.1480320313
1329	0.147983815
1330	0.1479217335
1331	0.1478899489
1332	0.147853147
1333	0.147834044
1334	0.1478280866
1335	0.1478135818
1336	0.1478068712
1337	0.1477417665
1338	0.1476187623
1339	0.1475948172
1340	0.1475727562
1341	0.1475184048
1342	0.1475118704
1343	0.1474240766
1344	0.1473728102
1345	0.1473516925
1346	0.1473189488
1347	0.1472704199
1348	0.1471995055
1349	0.1471154661
1350	0.1470300431
1351	0.1469732333
1352	0.1469469151
1353	0.1468068334
1354	0.1467773719
1355	0.1467356145
1356	0.1467124435
1357	0.146671826
1358	0.1466248779
1359	0.1466062348
1360	0.1465777959
1361	0.1465564327
1362	0.1464711515
1363	0.146420209
1364	0.1463757894
1365	0.1463310871
1366	0.1463292943
1367	0.1462944302
1368	0.1462811857
1369	0.1462518544
1370	0.1461786122
1371	0.1461431947
1372	0.1460508716
1373	0.1459751062
1374	0.1459008022
1375	0.1458268713
1376	0.1457901483
1377	0.1457415242
1378	0.1457174542
1379	0.1456687058
1380	0.1455943196
1381	0.1455226071
1382	0.1454790603
1383	0.1454405422
1384	0.1453687394
1385	0.1453465303
1386	0.1453284736
1387	0.1452784382
1388	0.1452307509
1389	0.1451824837
1390	0.1451335074
1391	0.1451059357
1392	0.14505466
1393	0.1449782154
1394	0.1449519027
1395	0.1449343913
1396	0.144863387
1397	0.1447961897
1398	0.1447299678
1399	0.1447109867
1400	0.1446823934
1401	0.1446384476
1402	0.1446248818
1403	0.1445177438
1404	0.1444514653
1405	0.1444007854
1406	0.144375975
1407	0.1443220658
1408	0.1442388281
1409	0.1442020835
1410	0.1442010954
1411	0.1441951605
1412	0.1441453796
1413	0.1441071553
1414	0.1440467088
1415	0.1439882137
1416	0.1439426181
1417	0.1438285749
1418	0.1438253975
1419	0.1438146079
1420	0.1437779096
1421	0.1437001782
1422	0.1436458962
1423	0.1436256698
1424	0.1435693543
1425	0.1434958766
1426	0.1434176837
1427	0.1433783466
1428	0.1433062767
1429	0.1432859796
1430	0.1432415961
1431	0.1431937563
1432	0.1431615797
1433	0.1431450702
1434	0.1430908838
1435	0.1430231242
1436	0.1430007729
1437	0.1429437722
1438	0.1428620897
1439	0.142855313
1440	0.1428161247
1441	0.1426653051
1442	0.1426303006
1443	0.1425596372
1444	0.1425044701
1445	0.1425032083
1446	0.1424504319
1447	0.142439872
1448	0.142412466
1449	0.1423814583
1450	0.1422168578
1451	0.1421855158
1452	0.1421527505
1453	0.1420938832
1454	0.1420181905
1455	0.1419407781
1456	0.1419144439
1457	0.1418111553
1458	0.141751926
1459	0.1416656055
1460	0.1415930658
1461	0.1415413065
1462	0.1415093098
1463	0.1414904916
1464	0.14141596
1465	0.141400674
1466	0.1413272233
1467	0.1413024915
1468	0.1412325603
1469	0.1411535102
1470	0.1410927
1471	0.1410031989
1472	0.1409584263
1473	0.1409280273
1474	0.1408431121
1475	0.1408091963
1476	0.1407302532
1477	0.1406944871
1478	0.140687346
1479	0.1406571789
1480	0.140615039
1481	0.1405135491
1482	0.1404759091
1483	0.140388223
1484	0.1403099137
1485	0.1402382567
1486	0.1402044096
1487	0.1401781487
1488	0.1401388604
1489	0.1400990725
1490	0.1400035379
1491	0.1399911778
1492	0.1399295241
1493	0.1398851546
1494	0.1398786314
1495	0.1398727894
1496	0.1398461416
1497	0.1398060811
1498	0.1397535292
1499	0.1397457462
1500	0.1397096131
1501	0.1396800676
1502	0.1396331905
1503	0.1395753522
1504	0.1395516995
1505	0.1394674487
1506	0.139458003
1507	0.1394349736
1508	0.1394308402
1509	0.1393991889
1510	0.1393403222
1511	0.1393134296
1512	0.1392853781
