iter	Passed	Remaining
1669	34748	173328
1670	34776	173343
1671	34792	173296
1672	34805	173235
1673	34822	173198
1674	34836	173144
1675	34854	173108
1676	34870	173061
1677	34882	173000
1678	34898	172953
1679	34916	172918
1680	34937	172901
1681	34958	172881
1682	34979	172860
1683	35006	172870
1684	35023	172831
1685	35042	172800
1686	35065	172792
1687	35088	172779
1688	35108	172756
1689	35129	172739
1690	35150	172716
1691	35170	172694
1692	35189	172665
1693	35206	172625
1694	35222	172579
1695	35237	172531
1696	35253	172487
1697	35269	172442
1698	35285	172399
1699	35303	172362
1700	35321	172332
1701	35340	172301
1702	35363	172289
1703	35387	172284
1704	35411	172278
1705	35433	172265
1706	35450	172225
1707	35467	172187
1708	35490	172178
1709	35507	172139
1710	35530	172127
1711	35581	172255
1712	35598	172214
1713	35613	172165
1714	35625	172101
1715	35643	172069
1716	35658	172018
1717	35673	171972
1718	35689	171930
1719	35738	172043
1720	35768	172066
1721	35789	172049
1722	35914	172525
1723	35935	172505
1724	35953	172473
1725	35968	172422
1726	35985	172383
1727	36003	172351
1728	36049	172448
1729	36068	172421
1730	36090	172402
1731	36111	172385
1732	36128	172346
1733	36144	172299
1734	36159	172254
1735	36173	172197
1736	36187	172145
1737	36198	172075
1738	36209	172010
1739	36220	171945
1740	36231	171877
1741	36243	171812
1742	36255	171749
1743	36267	171686
1744	36280	171630
1745	36296	171585
1746	36310	171533
1747	36326	171492
1748	36344	171456
1749	36363	171429
1750	36383	171402
1751	36400	171365
1752	36424	171357
1753	36441	171318
1754	36462	171301
1755	36479	171264
1756	36495	171217
1757	36512	171182
1758	36527	171131
1759	36540	171077
1760	36554	171025
1761	36571	170984
1762	36590	170957
1763	36602	170896
1764	36616	170840
1765	36628	170780
1766	36640	170719
1767	36652	170660
1768	36667	170611
1769	36682	170565
1770	36700	170528
1771	36716	170486
1772	36733	170449
1773	36752	170421
1774	36773	170399
1775	36795	170384
1776	36818	170374
1777	36836	170343
1778	36852	170301
1779	36864	170241
1780	36876	170180
1781	36888	170115
1782	36899	170052
1783	36910	169989
1784	36922	169928
1785	36933	169861
1786	36945	169801
1787	36956	169737
1788	36969	169677
1789	36982	169624
1790	36995	169568
1791	37007	169508
1792	37019	169445
1793	37031	169384
1794	37043	169327
1795	37055	169267
1796	37067	169208
1797	37085	169173
1798	37099	169123
1799	37115	169083
1800	37131	169040
1801	37147	168998
1802	37182	169041
1803	37206	169037
1804	37244	169096
1805	37262	169065
1806	37281	169035
1807	37296	168991
1808	37310	168939
1809	37323	168885
1810	37340	168847
1811	37417	169082
1812	37444	169086
1813	37466	169074
1814	37491	169075
1815	37512	169055
1816	37535	169044
1817	37565	169065
1818	37586	169044
1819	37606	169022
1820	37629	169011
1821	37650	168992
1822	37669	168966
1823	37691	168951
1824	37711	168928
1825	37733	168910
1826	37754	168894
1827	37775	168872
1828	37794	168847
1829	37815	168827
1830	37834	168797
1831	37855	168778
1832	37872	168742
1833	37893	168725
1834	38026	169201
1835	38055	169220
1836	38149	169524
1837	38176	169529
1838	38200	169522
1839	38224	169516
1840	38245	169495
1841	38263	169466
1842	38300	169517
1843	38325	169515
1844	38350	169511
1845	38377	169519
1846	38407	169537
1847	38444	169589
1848	38478	169626
1849	38493	169578
1850	38504	169517
1851	38518	169463
1852	38529	169402
1853	38541	169342
1854	38553	169282
1855	38566	169227
1856	38578	169167
1857	38592	169117
1858	38607	169071
1859	38622	169026
1860	38635	168971
1861	38649	168918
1862	38663	168869
1863	38674	168808
1864	38685	168744
1865	38698	168689
1866	38710	168628
1867	38721	168568
1868	38733	168506
1869	38760	168514
1870	38774	168463
1871	38786	168406
1872	38797	168345
1873	38808	168282
1874	38821	168225
1875	38832	168165
1876	38852	168138
1877	38870	168109
1878	38897	168113
1879	38958	168267
1880	38977	168239
1881	39000	168228
1882	39029	168244
1883	39058	168256
1884	39091	168290
1885	39138	168383
1886	39182	168461
1887	39244	168616
1888	39283	168677
1889	39323	168736
1890	39366	168811
1891	39401	168853
1892	39449	168946
1893	39499	169053
1894	39528	169065
1895	39586	169201
1896	39610	169195
1897	39668	169333
1898	39766	169642
1899	39817	169746
1900	39848	169771
1901	39894	169854
1902	39920	169855
1903	39968	169949
1904	40011	170022
1905	40059	170118
1906	40109	170216
1907	40205	170516
1908	40254	170613
1909	40315	170758
1910	40347	170785
1911	40378	170806
1912	40420	170872
1913	40462	170940
1914	40497	170976
1915	40549	171088
1916	40577	171096
1917	40640	171248
1918	40715	171456
1919	40771	171578
1920	40799	171586
1921	40853	171701
1922	40881	171709
1923	40904	171695
1924	40935	171717
1925	40956	171695
1926	40981	171689
1927	41012	171709
1928	41043	171726
1929	41071	171735
1930	41104	171761
1931	41134	171777
1932	41214	172002
1933	41235	171979
1934	41267	172000
1935	41300	172028
1936	41333	172054
1937	41359	172055
1938	41423	172210
1939	41475	172316
1940	41512	172360
1941	41534	172341
1942	41577	172408
1943	41624	172493
1944	41697	172685
1945	41739	172750
1946	41781	172813
1947	41814	172840
1948	41857	172907
1949	41910	173015
1950	41946	173053
1951	42000	173166
1952	42068	173335
1953	42107	173387
1954	42155	173474
1955	42184	173483
1956	42210	173477
1957	42235	173471
1958	42260	173465
1959	42283	173446
1960	42317	173478
1961	42343	173474
1962	42376	173500
1963	42406	173512
1964	42440	173539
1965	42463	173526
1966	42499	173562
1967	42560	173700
1968	42586	173696
1969	42620	173725
1970	42652	173748
1971	42696	173815
1972	42776	174032
1973	42828	174133
1974	42852	174122
1975	42882	174135
1976	42945	174280
1977	43010	174432
1978	43058	174520
1979	43085	174520
1980	43149	174666
1981	43198	174756
1982	43266	174921
1983	43312	174995
1984	43340	175000
1985	43366	174996
1986	43405	175040
1987	43429	175029
1988	43467	175071
1989	43493	175066
1990	43527	175094
1991	43562	175123
1992	43589	175124
1993	43615	175118
1994	43661	175193
1995	43694	175216
1996	43725	175230
1997	43753	175233
1998	43777	175220
1999	43816	175264
2000	43843	175265
2001	43862	175230
2002	43891	175238
2003	43916	175226
2004	43941	175217
2005	43970	175224
2006	43990	175194
2007	44018	175195
2008	44035	175154
2009	44072	175193
2010	44106	175217
2011	44159	175320
2012	44204	175390
2013	44245	175445
2014	44312	175601
2015	44342	175611
2016	44365	175592
2017	44397	175610
2018	44421	175594
2019	44460	175642
2020	44505	175708
2021	44540	175739
2022	44578	175779
2023	44599	175753
2024	44637	175795
2025	44670	175815
2026	44696	175807
2027	44723	175805
2028	44747	175792
2029	44787	175842
2030	44832	175909
2031	44862	175916
2032	44883	175892
2033	44906	175872
2034	44962	175983
2035	44996	176009
2036	45024	176010
2037	45051	176003
2038	45073	175985
2039	45101	175982
2040	45149	176064
2041	45186	176098
2042	45211	176087
2043	45237	176081
2044	45318	176289
2045	45342	176274
2046	45380	176310
2047	45404	176295
2048	45469	176439
2049	45511	176495
2050	45552	176545
2051	45576	176532
2052	45608	176546
2053	45628	176517
2054	45660	176532
2055	45712	176622
2056	45734	176602
2057	45760	176594
2058	45795	176620
2059	45824	176625
2060	45860	176653
2061	45892	176669
2062	45920	176671
2063	45946	176663
2064	45979	176680
2065	46003	176667
2066	46033	176674
2067	46060	176669
2068	46113	176765
2069	46139	176756
2070	46163	176741
2071	46182	176707
2072	46201	176671
2073	46220	176634
2074	46243	176615
2075	46266	176596
2076	46293	176591
2077	46317	176576
2078	46340	176558
2079	46368	176555
2080	46387	176520
2081	46407	176492
2082	46431	176474
2083	46451	176443
2084	46472	176416
2085	46492	176386
2086	46517	176375
2087	46536	176340
2088	46558	176315
2089	46583	176305
2090	46606	176285
2091	46628	176260
2092	46646	176223
2093	46667	176195
2094	46685	176158
2095	46707	176134
2096	46738	176142
2097	46764	176135
2098	46796	176149
2099	46815	176116
2100	46834	176081
2101	46856	176058
2102	46880	176040
2103	46908	176040
2104	46940	176053
2105	46961	176027
2106	46986	176015
2107	47009	175994
2108	47031	175970
2109	47054	175950
2110	47086	175968
2111	47105	175932
2112	47126	175906
2113	47145	175870
2114	47169	175854
2115	47190	175826
2116	47218	175825
2117	47244	175815
2118	47264	175787
2119	47283	175751
2120	47309	175744
2121	47332	175725
2122	47354	175699
2123	47371	175659
2124	47391	175628
2125	47416	175616
2126	47438	175592
2127	47456	175553
