iter	MultiClass
204	0.683646124
205	0.6835010178
206	0.6833623105
207	0.6833143863
208	0.6832220764
209	0.6830197604
210	0.6828429943
211	0.6825304722
212	0.6823385619
213	0.6821002334
214	0.6818042904
215	0.6816063112
216	0.6813700127
217	0.6811390168
218	0.6808886061
219	0.6807916889
220	0.6806742308
221	0.6805329299
222	0.6802971643
223	0.6799503143
224	0.679883109
225	0.67953554
226	0.6793748876
227	0.6791622704
228	0.6790112982
229	0.6788682507
230	0.6786622858
231	0.6783304144
232	0.6779099892
233	0.6777176624
234	0.6775766974
235	0.6773992027
236	0.6772710089
237	0.6771041787
238	0.6770233654
239	0.6768062987
240	0.6766145008
241	0.6764074589
242	0.6762427252
243	0.6761424803
244	0.6759948503
245	0.6758014111
246	0.6754721078
247	0.675344139
248	0.675079976
249	0.6748578509
250	0.6745725198
251	0.674373594
252	0.6741505705
253	0.6740648639
254	0.6739184114
255	0.6736817466
256	0.6735231747
257	0.6733885133
258	0.6730851608
259	0.6729543423
260	0.6728509227
261	0.6727981678
262	0.6726585351
263	0.6724377604
264	0.6723700782
265	0.6722603519
266	0.672114335
267	0.6718940434
268	0.6717887836
269	0.6714599048
270	0.6712791301
271	0.6710251874
272	0.670978663
273	0.6708371695
274	0.6707265028
275	0.6705033216
276	0.6704098802
277	0.6700676783
278	0.6698434347
279	0.6697577109
280	0.6695182339
281	0.6692887655
282	0.6692006986
283	0.6691124514
284	0.6690462544
285	0.6688971707
286	0.6686876275
287	0.6684601486
288	0.668254169
289	0.6681612563
290	0.6678546577
291	0.6677368971
292	0.6674685091
293	0.6671513437
294	0.6670656716
295	0.6669802955
296	0.6668936236
297	0.6667322337
298	0.6665989943
299	0.6664046474
300	0.6663033493
301	0.666160154
302	0.6660842607
303	0.6658883192
304	0.6657141908
305	0.6656006974
306	0.6655212168
307	0.6653990645
308	0.6651411812
309	0.6650531694
310	0.664943294
311	0.664889757
312	0.6647973468
313	0.6646690597
314	0.6644962305
